XYZ (16012 points)
352912.115 5550421.300 10.795
350289.320 5548693.470 196.994
350187.253 5547159.430 187.449
354505.835 5550331.370 10.000
349219.085 5545601.760 248.981
348234.777 5543869.940 235.044
347179.237 5542596.590 124.826
347141.854 5541057.470 29.100
345959.049 5539952.120 10.001
344723.903 5540401.730 10.000
343145.520 5540304.740 10.356
341626.690 5540668.720 74.144
340203.396 5541456.520 10.000
352281.578 5577541.810 10.000
352570.768 5572669.890 10.001
353480.624 5573611.550 10.982
352855.748 5574927.610 142.784
353323.582 5576196.220 10.000
352151.059 5571369.950 10.002
350930.000 5571170.000 10.000
347732.980 5563652.270 10.021
348401.000 5563732.000 10.000
347702.322 5562606.750 10.000
346960.000 5561900.000 11.215
350762.000 5568843.000 10.000
351372.000 5569873.000 10.000
350620.002 5570107.670 10.000
334325.629 5553311.430 56.465
333822.473 5553010.380 10.194
334327.125 5553900.920 61.250
333953.750 5554347.090 54.056
334472.336 5554452.920 48.002
334595.172 5554969.050 17.710
334582.724 5555511.630 10.000
352977.722 5583295.020 10.000
353711.253 5585317.920 10.000
354840.625 5592266.590 10.000
353522.929 5593152.320 34.320
353253.572 5594550.440 131.781
351791.806 5595258.260 67.217
350461.469 5596307.880 10.000
353746.159 5581649.510 10.000
518120.626 5067229.510 6.473
518840.594 5067068.010 12.454
497163.000 5265956.000 2.000
497132.000 5265714.000 2.000
496990.000 5265498.000 2.000
496995.000 5265028.000 14.521
496651.000 5264344.000 28.508
496690.364 5263201.440 96.573
497384.752 5262962.260 153.211
497966.050 5262506.500 8.491
535553.410 5255120.600 99.824
535057.000 5255193.000 5.120
536168.460 5255158.300 105.644
536650.840 5254797.800 5.875
543068.000 5250214.000 1.693
544231.000 5249969.000 4.800
545629.000 5249811.000 7.154
546741.900 5250170.100 123.154
547722.620 5250516.600 211.427
548770.480 5250823.300 204.828
549900.330 5250959.300 2.877
549194.190 5268216.400 9.524
548974.860 5268146.900 12.197
523724.615 5274511.900 14.092
523548.380 5273556.300 31.432
523484.000 5271682.000 -0.017
523056.310 5273012.200 2.634
523537.000 5270630.000 1.195
523875.094 5270257.100 6.557
524148.000 5269835.000 0.391
524370.620 5275309.500 0.000
562932.600 5319690.700 1.215
562885.780 5319523.900 1.829
561437.960 5317013.500 6.250
561188.600 5316929.400 0.716
561318.800 5316940.000 0.589
561039.580 5316886.600 1.592
562545.280 5320610.600 1.033
562528.730 5320548.900 1.189
548508.000 5339786.000 -0.251
548532.690 5339676.100 -0.330
549731.810 5340829.600 -0.830
549676.370 5340733.800 -0.830
547139.640 5360704.000 0.170
546958.970 5360711.500 0.184
377004.030 5552470.510 10.000
375992.558 5553799.610 10.000
375305.302 5555134.610 37.580
373867.967 5555392.490 12.314
373800.480 5556950.390 10.011
366118.341 5558224.630 10.000
364499.669 5558220.560 12.530
363035.473 5558777.820 10.000
376897.430 5551087.630 10.000
376605.296 5544444.380 10.000
376736.424 5545487.970 10.306
376158.171 5546068.270 10.000
376457.741 5549732.140 10.000
375956.410 5542717.820 11.224
375760.480 5541621.020 10.000
376935.000 5543168.000 11.278
355821.387 5550522.850 10.000
357158.289 5550549.120 10.000
351832.099 5550997.280 121.282
350164.917 5550605.540 209.515
353404.601 5552012.070 10.115
349048.380 5549249.860 246.611
348900.610 5547637.300 251.842
354603.570 5551729.700 10.000
347594.389 5546842.830 254.667
347657.676 5545279.830 233.804
346724.524 5544133.860 163.088
345979.591 5542846.790 10.001
345867.514 5541518.940 10.000
342539.465 5541540.450 10.234
341243.162 5542351.200 60.000
339812.109 5543318.040 10.000
353352.874 5571399.960 10.000
354397.797 5572215.950 10.000
355178.481 5573566.620 10.000
354028.739 5574717.210 10.000
354985.727 5575320.970 10.000
354949.951 5576584.580 10.000
353236.073 5569928.530 10.000
348336.146 5561802.660 10.001
347668.902 5561452.850 38.684
347073.742 5560807.440 67.878
345966.440 5560740.590 10.000
334572.085 5552549.400 57.457
334969.345 5552986.150 82.024
334924.405 5553544.270 80.697
334016.493 5552120.560 10.000
334846.825 5554056.390 60.313
335057.065 5554492.680 11.040
335184.342 5555053.970 10.000
354108.858 5583476.670 10.000
354654.735 5594050.690 10.001
354800.469 5595304.390 72.262
353365.938 5596088.700 133.594
352084.325 5597065.890 10.000
518189.047 5065832.910 6.560
518862.855 5065649.900 15.447
497002.900 5265842.200 2.000
496937.811 5265758.140 2.000
496908.000 5265659.300 2.000
496157.770 5263361.200 2.000
495901.240 5262291.700 14.265
496529.946 5262143.570 151.244
497141.108 5261855.290 149.314
497656.430 5261452.800 2.506
535201.230 5254326.100 8.499
535754.220 5254592.700 108.260
536190.850 5254370.500 103.382
536633.560 5254046.000 8.063
546578.000 5249283.000 13.385
547529.160 5249495.000 116.717
548456.540 5249814.100 211.635
549492.060 5249981.500 176.838
550614.000 5249878.000 -1.033
549224.450 5268025.900 4.641
549052.790 5267963.500 12.610
523499.380 5275683.690 11.668
522930.842 5274876.320 12.220
522819.522 5273986.850 19.672
522477.024 5273188.110 11.680
522722.000 5272423.000 -0.050
523578.000 5269774.000 2.913
524351.480 5276265.500 -0.779
562994.770 5319553.600 1.525
562950.270 5319389.500 2.073
561441.450 5316866.000 4.803
561168.010 5316792.100 0.617
561295.150 5316802.300 0.294
561028.300 5316737.600 1.590
562671.740 5320512.400 -0.581
562688.040 5320568.300 1.804
548632.000 5339844.000 -0.258
548677.250 5339711.100 -0.330
549814.850 5340704.500 -0.862
549759.650 5340609.300 -0.879
547090.860 5360948.100 0.170
546917.820 5360956.900 0.169
378273.176 5551082.060 10.000
378723.973 5552937.090 10.000
377432.402 5553865.470 10.000
376703.475 5555027.440 10.111
376159.177 5556223.430 25.043
374961.617 5556628.540 24.884
374913.668 5558401.410 10.000
364595.864 5559782.960 49.419
366598.361 5560142.310 10.000
362429.450 5560515.450 10.000
377427.000 5550110.000 10.000
377795.000 5544919.000 10.000
377468.164 5546110.000 10.505
376748.758 5546833.280 10.003
376711.053 5541707.060 10.002
376838.759 5540079.450 10.000
377717.992 5541312.850 10.000
356479.306 5551958.400 10.000
358349.015 5551576.960 10.000
351365.093 5552140.270 124.550
350016.027 5552314.480 156.119
348976.591 5551694.630 228.393
348348.387 5550444.390 234.209
352145.602 5553188.500 10.029
347514.928 5548745.470 250.222
345985.272 5547536.900 161.238
346284.845 5545721.610 169.235
345219.706 5544245.590 10.147
342481.458 5543131.420 10.007
340874.915 5543946.760 60.000
339418.614 5545179.090 10.093
354406.390 5570696.730 10.000
355713.492 5570855.840 10.000
355958.806 5572104.450 10.000
356302.782 5574816.640 10.000
356140.313 5576312.060 10.000
356039.477 5577815.330 10.000
355005.000 5578223.000 10.000
355091.178 5569347.380 10.000
353889.003 5568234.230 10.000
348093.906 5560248.370 10.000
346828.533 5559834.080 63.165
345920.540 5558919.070 11.402
344738.766 5559716.950 10.000
334982.334 5551771.540 37.143
335390.572 5552396.160 72.569
335568.007 5553193.490 51.106
335425.687 5553881.250 21.236
335084.292 5550707.960 10.033
335659.294 5554407.750 10.000
356409.389 5594604.220 10.003
356272.853 5595857.500 109.035
354819.456 5596688.490 110.215
353743.726 5597740.160 10.000
518137.152 5064431.300 9.296
519057.012 5064255.360 8.662
496871.800 5265859.600 2.000
496807.900 5265733.700 2.056
495630.440 5261230.300 21.343
496374.471 5261175.480 145.713
496851.024 5260719.000 156.511
497510.350 5260363.400 9.301
535692.320 5253946.500 112.852
535173.960 5253572.300 18.794
536199.540 5253637.600 108.755
536743.680 5253303.500 11.072
547369.000 5248466.000 37.052
548238.890 5248731.300 209.106
549024.800 5249115.500 203.711
549852.160 5248967.800 164.215
550744.000 5248782.000 0.791
549118.450 5267775.400 11.818
549296.260 5267840.200 2.814
523687.910 5276873.800 3.120
522903.780 5276403.900 5.136
522417.910 5275531.300 3.423
522061.140 5274606.200 1.953
521934.130 5273620.900 2.412
521927.000 5272729.000 0.000
563059.490 5319417.600 1.468
563007.390 5319251.700 2.302
561405.750 5316721.500 3.370
561215.130 5316657.800 2.095
561046.550 5316588.700 0.555
562814.550 5320476.300 -2.278
562830.420 5320524.400 2.792
548810.860 5339780.200 -0.375
548769.410 5339906.000 -0.449
549891.710 5340575.500 -0.942
549834.830 5340479.700 -0.959
547051.480 5361193.700 0.170
546879.120 5361202.600 0.170
378414.516 5554480.190 10.000
378025.373 5555272.400 10.000
377401.219 5556154.430 10.000
376909.905 5557091.940 10.000
375963.399 5557538.470 10.954
376092.147 5558610.190 10.000
375759.609 5559784.640 10.000
374558.160 5560400.820 10.000
365705.656 5561184.290 10.000
363675.502 5561241.270 10.000
367527.903 5562018.900 10.000
368455.625 5560158.180 10.000
362064.947 5562374.280 10.000
361196.316 5562001.380 10.000
378256.000 5546117.000 10.000
378119.103 5546917.710 10.000
377413.608 5547110.150 10.000
376997.000 5547959.000 10.000
377757.789 5539912.650 10.000
377982.429 5538585.740 10.000
378604.140 5539504.700 10.000
350540.669 5553775.690 62.801
348791.013 5553234.030 185.669
347625.336 5552002.680 204.494
346884.905 5550553.180 192.192
351776.007 5554701.280 56.444
353254.615 5554256.290 10.000
346059.101 5549223.620 145.966
344502.797 5548987.470 10.037
344558.040 5547385.130 10.210
344831.367 5545803.240 10.365
341806.557 5544407.680 10.000
340991.574 5545561.690 10.000
340294.472 5545238.360 60.000
339844.609 5546391.950 60.000
338541.344 5546867.410 17.036
356862.801 5569853.850 10.047
357419.130 5571122.460 10.000
357365.976 5576119.030 10.000
357219.012 5577342.440 10.000
357115.103 5578826.140 10.000
355444.601 5579388.880 10.000
355281.128 5567691.020 92.982
356504.495 5568533.190 28.070
354267.085 5566503.320 10.006
347177.012 5558738.680 10.000
344621.648 5558658.790 10.002
345264.575 5557784.190 48.202
346495.806 5557064.830 10.000
343344.605 5558990.960 10.000
335851.586 5551550.580 59.663
336098.254 5552613.780 41.272
336134.247 5553761.530 10.000
336602.064 5550653.620 58.536
336193.165 5549567.950 10.437
358100.814 5595482.820 10.001
357059.907 5596877.120 118.740
355910.997 5596934.540 173.742
355553.716 5598150.000 10.003
517901.720 5063029.900 10.712
518751.866 5062848.290 10.384
496766.500 5265895.900 2.000
496683.700 5265785.500 2.073
495902.235 5260102.300 152.821
495108.370 5260265.800 36.899
496561.940 5259649.010 152.206
497067.800 5259356.500 2.940
535695.670 5253268.900 97.620
535213.000 5252775.000 4.287
536232.750 5252946.400 104.950
536731.080 5252551.800 6.745
547116.460 5247212.400 165.546
546314.000 5247860.000 16.723
548133.520 5247597.100 201.432
549045.640 5248110.400 201.505
549947.470 5247872.000 120.504
550889.560 5247547.700 1.205
549366.300 5267653.900 4.498
549184.120 5267587.200 9.135
563118.900 5319279.800 0.409
563057.950 5319111.400 2.668
561363.940 5316578.500 2.338
561201.160 5316503.300 4.095
561072.230 5316440.800 0.677
562955.170 5320440.000 1.333
562933.580 5320385.800 -2.711
548945.060 5339848.100 -0.678
548905.320 5339970.800 -0.822
549965.460 5340444.700 -1.000
549907.080 5340348.500 -1.052
547040.040 5361442.200 0.170
546870.730 5361450.400 0.170
379547.831 5555563.900 10.000
378681.146 5556377.250 10.000
377890.720 5557186.800 10.000
377242.000 5558157.000 10.000
376904.000 5559079.000 10.000
376847.523 5560401.950 10.000
376011.575 5561311.260 10.000
374606.836 5561622.370 10.000
373236.648 5561564.490 10.000
368790.000 5561490.000 10.000
370199.506 5560686.040 10.000
360872.015 5564011.490 10.000
360044.042 5563550.860 10.000
379039.743 5546763.790 10.000
378594.000 5547622.000 10.000
377798.522 5547836.240 10.000
377389.547 5548700.010 10.000
378731.018 5538283.860 10.000
378828.000 5537207.000 10.000
379514.190 5537708.460 10.000
350517.400 5555799.860 140.431
349355.034 5554671.390 214.707
348043.269 5554534.950 102.046
347119.735 5553517.200 160.896
346052.627 5552104.480 113.179
345447.925 5550567.130 93.135
352614.895 5556137.650 133.181
354494.451 5555678.570 10.000
344326.969 5550581.090 10.120
340780.582 5546806.200 10.000
339858.115 5547814.750 16.880
339222.116 5547374.670 60.000
338729.500 5548437.860 45.199
337591.565 5548516.030 10.465
358072.801 5568980.990 10.197
358675.268 5570449.470 10.000
358723.866 5572262.180 10.000
358448.954 5576603.680 10.000
358348.854 5577918.330 10.000
358588.845 5578992.120 10.000
358940.000 5580200.000 10.000
355576.004 5566172.190 45.256
356619.397 5567180.540 43.990
357654.700 5567849.910 10.004
354695.812 5564784.260 10.000
343914.979 5557750.170 10.000
344866.341 5556704.270 57.893
345581.187 5555698.350 81.029
346766.854 5555285.740 10.044
336717.110 5551855.390 42.698
336679.369 5553171.100 10.000
337885.204 5549727.610 57.227
337683.675 5551218.590 34.354
358480.717 5596773.660 93.167
359884.243 5596055.340 10.000
357660.363 5597961.770 94.362
357158.710 5599154.880 10.000
517758.274 5061603.810 13.076
518521.379 5061418.700 5.242
496647.500 5265935.500 2.000
496571.600 5265825.100 2.071
495138.079 5259132.030 150.586
495830.221 5258823.390 153.722
494382.710 5259439.500 8.938
496479.780 5258428.000 8.510
535743.250 5252658.900 116.844
535459.020 5252104.100 112.809
534767.910 5252121.600 -0.928
536132.210 5252242.000 111.977
536614.890 5251810.400 10.212
546028.200 5246779.900 156.277
546849.240 5246072.000 179.379
547956.460 5246457.700 185.715
545174.350 5247488.900 9.409
549083.910 5246896.400 184.773
550124.610 5246905.800 97.101
550929.730 5246351.200 2.158
549434.760 5267467.000 6.899
549249.790 5267399.000 7.638
563168.770 5319137.800 2.057
563099.150 5318968.200 2.113
561304.590 5316442.000 1.468
561251.680 5316302.700 0.994
561079.480 5316291.100 0.960
563056.390 5320332.000 2.713
563032.000 5320276.200 2.060
549084.360 5339899.300 -0.847
549050.750 5340009.600 -0.830
550039.200 5340313.900 -1.029
549979.340 5340217.200 -1.292
547052.230 5361690.800 0.170
546881.550 5361698.900 0.170
379941.310 5557024.480 19.114
381095.988 5556595.040 10.000
378896.902 5557407.350 10.441
378153.051 5558147.160 10.000
375535.343 5562323.540 10.000
374702.315 5562532.520 10.000
373792.691 5562676.120 10.000
372631.148 5563329.310 105.294
371613.772 5562754.550 10.000
359143.187 5565209.100 10.000
359994.311 5565839.970 10.000
378195.000 5548605.000 10.000
351206.769 5557464.610 193.818
349383.193 5557287.190 10.000
348473.537 5555881.530 10.002
346068.135 5554509.110 150.546
345793.310 5553473.090 141.350
344650.530 5553071.010 119.673
344491.943 5551797.460 58.906
354298.290 5557104.120 26.067
352892.585 5557913.630 109.971
355967.038 5556773.410 10.000
343278.668 5551048.000 10.000
340780.000 5548000.000 10.000
339761.978 5549279.070 10.000
358984.101 5567598.720 10.000
359545.091 5569269.540 10.000
360694.282 5570662.460 10.000
361746.632 5572129.920 10.000
359672.562 5573738.230 10.001
359485.618 5577115.710 10.046
359728.925 5575425.520 10.012
359608.783 5578367.260 10.000
359556.025 5579566.770 10.000
360214.825 5580746.460 15.304
359472.813 5581650.000 10.000
356188.934 5564949.940 11.592
356926.910 5566086.940 10.000
358155.075 5566816.870 10.000
355943.925 5563625.000 10.000
354616.253 5563004.270 10.000
343484.047 5556524.120 10.000
344236.394 5555466.370 13.940
344950.589 5554427.080 108.393
337224.491 5552580.670 10.000
338697.801 5550549.400 14.096
338708.404 5552036.840 10.000
359492.701 5597647.120 91.757
361148.324 5597359.230 10.016
358848.064 5598888.650 160.048
358748.054 5600184.330 10.503
517464.096 5060189.950 16.108
518308.052 5059980.210 3.071
496530.200 5265982.100 2.000
496466.400 5265864.800 2.688
494445.742 5258210.530 149.126
495139.373 5257900.930 147.384
495781.540 5257579.900 2.000
493740.650 5258546.500 10.028
535176.690 5251463.100 103.525
535904.000 5251578.500 113.067
534480.940 5251421.500 -2.200
536404.390 5251088.500 8.543
544960.240 5246340.400 161.446
545782.910 5245677.900 172.740
546493.510 5244935.900 174.008
547624.920 5245327.800 174.182
548788.260 5245682.100 174.613
544147.290 5246908.100 29.546
549903.360 5245923.800 147.041
550940.000 5245200.000 9.912
549501.740 5267279.600 10.101
549315.450 5267210.900 8.666
563205.080 5318991.700 0.669
563158.310 5318831.600 1.959
561199.990 5316162.900 1.093
561072.110 5316141.100 1.000
563140.920 5320207.400 2.362
563113.270 5320150.700 2.801
549200.860 5340008.400 -1.121
549232.650 5339898.700 -0.974
550112.940 5340183.200 -1.174
550051.590 5340086.000 -1.330
546969.940 5361824.500 0.170
547079.800 5361938.200 0.170
546894.300 5361947.400 0.170
381169.407 5558029.660 52.304
379601.030 5558206.940 30.076
382767.373 5557309.410 10.000
379037.853 5559350.600 10.000
375213.621 5563007.530 10.000
375799.000 5563164.000 10.000
374693.000 5563410.000 10.000
373802.000 5563870.000 10.301
372930.315 5564572.230 10.073
371253.000 5564638.000 10.000
351829.570 5559118.240 31.080
350006.250 5558885.600 10.001
343728.297 5554135.010 84.286
343134.929 5552755.670 15.090
355758.117 5558145.330 10.000
354333.668 5558467.380 21.171
353477.047 5559589.700 27.530
357480.086 5557893.300 10.000
357228.214 5555998.270 10.000
342112.896 5552080.080 10.000
341643.811 5548780.330 10.000
341001.346 5549988.150 10.000
339585.131 5550736.730 10.000
361375.467 5573724.220 38.005
362734.210 5573641.730 10.000
360771.776 5574774.320 72.235
360297.100 5576545.840 60.312
360842.607 5577603.460 10.000
361178.689 5576063.200 91.751
360412.268 5579372.840 10.000
361571.039 5580858.060 10.000
360677.526 5582235.270 11.204
359708.213 5583531.880 10.000
357657.875 5564356.910 10.000
355254.856 5562008.840 10.000
356961.865 5562662.710 10.009
353395.430 5561908.670 10.000
342904.365 5555292.900 28.111
341909.752 5556366.310 10.000
360553.202 5598819.280 191.450
362266.861 5598894.970 10.000
359820.344 5599849.900 198.224
359699.196 5601021.860 124.172
358713.027 5602043.970 10.002
517247.629 5058751.720 15.213
518040.468 5058539.380 9.992
496411.200 5266027.000 2.000
496357.700 5265906.200 2.409
493784.618 5257267.660 139.716
494500.669 5256957.550 147.056
495198.310 5256651.800 2.000
493095.500 5257655.700 13.718
534880.680 5250749.700 118.044
535629.740 5250897.500 111.431
534176.820 5250728.600 9.230
536115.810 5250393.700 0.180
543983.190 5245672.400 164.208
544821.320 5245315.000 172.694
545391.260 5244561.000 175.678
546063.620 5243790.000 167.169
547205.290 5244205.900 169.866
548402.890 5244594.100 165.473
549684.150 5244837.200 152.877
543159.890 5246263.200 28.822
550583.000 5243890.000 26.125
549565.320 5267091.000 5.891
549385.540 5267024.400 11.256
563267.890 5318854.900 -0.018
563231.370 5318701.600 1.693
561173.030 5316017.200 2.703
561061.360 5315991.400 1.887
563222.240 5320080.700 1.579
563193.380 5320024.500 4.285
549348.240 5339977.900 -1.179
549375.690 5339854.100 -1.238
550186.680 5340052.300 -1.330
550146.000 5339932.000 -1.438
382477.203 5558863.470 106.827
381248.600 5559445.750 52.852
380243.508 5559026.130 17.471
383953.512 5558673.970 10.000
380269.196 5560101.420 10.000
375330.614 5563741.640 10.000
376150.000 5564350.000 10.000
374797.462 5564343.180 10.000
372036.961 5565246.680 10.000
370300.000 5565283.000 10.000
370294.388 5564284.130 10.000
352297.700 5560879.440 77.305
351036.520 5560338.800 10.000
342474.855 5554028.930 69.636
341188.531 5553337.940 10.000
356684.502 5559371.170 10.000
355264.776 5559531.840 10.679
354856.931 5560605.890 10.000
353825.777 5560975.210 11.121
358039.530 5559670.310 10.000
362104.386 5575072.970 127.816
363481.342 5575294.670 12.548
364501.040 5574129.000 10.000
362510.754 5576744.870 10.000
362037.807 5582679.060 10.000
360606.684 5583926.230 10.000
359286.652 5585374.030 10.000
358801.515 5562840.300 10.000
356297.552 5560966.390 10.002
357759.875 5561688.810 10.060
352025.837 5562653.260 10.007
341600.118 5555002.260 10.001
361046.616 5600411.370 261.429
362508.698 5600453.310 10.001
360170.405 5602190.400 212.800
359257.584 5603822.690 10.000
517656.000 5057286.000 16.863
518616.000 5057300.000 5.192
496313.674 5265992.850 2.000
496269.800 5266082.200 2.000
496216.300 5265954.500 2.000
493101.123 5256314.670 132.282
493869.472 5256009.780 137.184
494618.300 5255717.800 25.050
492397.100 5256806.600 20.171
534556.580 5249946.400 114.761
535317.140 5250179.400 112.035
533928.660 5250015.000 16.998
535818.000 5249775.000 4.316
543234.950 5244955.700 173.217
544209.090 5244395.400 176.080
544967.400 5243463.800 166.707
545594.430 5242584.400 71.284
546717.530 5243051.500 145.024
547904.830 5243514.800 78.217
549129.300 5243871.100 68.927
542304.000 5245570.000 22.329
549628.750 5243263.700 5.238
549627.340 5266901.900 5.132
549454.910 5266837.500 10.869
563326.830 5318716.600 2.143
563290.120 5318565.000 1.775
561206.040 5315873.500 5.311
561066.930 5315842.700 2.409
563300.500 5319952.100 1.270
563270.410 5319896.500 -0.497
549492.320 5339933.600 -1.330
549507.750 5339783.500 -1.336
550244.000 5339923.000 -1.397
550205.000 5339822.000 -1.591
383392.357 5560090.020 84.843
382120.305 5560093.320 112.619
380998.030 5560752.500 10.001
384784.172 5560394.010 10.000
375451.994 5564388.250 10.000
375694.395 5565176.270 10.000
376611.845 5565635.650 10.000
375106.757 5565736.720 10.000
371197.031 5565986.600 10.000
370055.180 5566244.740 10.000
350753.188 5561743.700 10.000
340333.044 5554643.620 10.000
357535.461 5560554.730 10.010
359023.231 5561016.630 10.000
359839.050 5559453.630 10.000
364957.577 5575334.720 54.088
364382.573 5576684.670 10.000
366336.894 5574561.510 10.000
366319.280 5573251.690 10.000
361445.143 5584489.880 10.000
360164.736 5585695.570 10.364
358783.778 5587195.660 10.000
350770.493 5563415.360 10.000
352296.914 5564412.680 10.000
361526.358 5601855.820 169.560
362717.911 5602016.370 10.048
360907.259 5603439.170 115.982
360744.850 5605020.640 10.000
518114.834 5055985.560 15.442
519268.571 5055843.580 7.236
492375.897 5255284.100 115.268
493241.279 5255054.730 112.317
494046.710 5254778.400 2.000
491790.010 5255892.300 12.755
533847.820 5249270.200 7.604
534434.880 5249168.100 108.705
535093.650 5249364.200 118.896
535639.000 5249014.000 10.234
542503.550 5244374.800 171.654
543223.880 5243758.500 175.125
544016.690 5243261.300 175.195
544426.080 5242237.100 110.336
545194.500 5241340.300 2.956
546321.920 5241787.900 -1.866
547376.000 5242450.000 0.480
548530.450 5242787.300 -0.103
541653.590 5244480.700 12.370
549689.360 5266712.800 7.646
549524.270 5266650.700 9.860
563383.860 5318578.800 2.664
563400.040 5318431.800 5.871
563293.130 5318416.300 1.578
561117.340 5315701.900 2.652
561290.350 5315752.100 3.597
563371.370 5319819.200 1.589
563337.420 5319762.900 -1.465
549628.100 5339868.600 -1.438
549631.510 5339698.000 -1.527
550321.000 5339800.000 -1.616
550256.000 5339690.000 -1.830
383945.225 5561500.640 48.410
382535.642 5561061.800 84.658
381685.027 5561794.850 10.000
385404.116 5562182.260 10.000
375981.889 5566248.150 10.000
376843.000 5566696.000 10.000
375504.613 5567107.600 10.000
370730.000 5566574.000 10.000
370147.000 5567249.000 10.000
366137.089 5575949.470 10.000
367961.272 5573760.080 10.000
367883.311 5575194.780 10.000
367986.287 5572115.960 10.000
360962.631 5586333.110 10.000
359942.032 5587138.250 10.199
359178.301 5588249.460 10.000
357688.179 5588728.160 10.000
351545.443 5564804.640 10.000
362179.848 5603066.160 151.441
363559.047 5603430.150 283.062
364401.150 5602010.620 10.013
362215.977 5604381.340 97.504
362283.336 5605904.320 10.001
518398.000 5054973.000 10.840
517742.000 5055293.000 11.065
519080.000 5054519.000 10.869
520394.000 5054979.000 14.224
491371.130 5254880.900 8.061
491854.037 5254041.580 126.591
492681.282 5254046.850 129.522
493495.100 5253826.900 2.000
533975.490 5248527.100 23.068
534657.180 5248589.500 111.752
535270.310 5248557.000 108.053
535935.990 5248222.900 16.532
542189.740 5243263.500 175.083
543180.430 5242580.900 176.234
543551.310 5241598.900 49.444
544061.600 5240906.900 -2.495
541167.320 5243407.000 4.336
549751.500 5266523.700 7.492
549593.630 5266463.800 10.730
563352.070 5318289.100 1.013
563254.600 5318273.100 2.401
561212.470 5315586.600 1.045
561406.600 5315659.100 3.163
563430.610 5319681.100 1.042
563397.720 5319626.200 0.791
549739.680 5339768.700 -1.535
549750.710 5339606.800 -1.596
550404.000 5339676.000 -1.830
550187.000 5339562.000 -1.762
550135.000 5339671.000 -1.728
550316.000 5339567.000 -1.796
383803.564 5562969.640 53.828
382911.834 5562071.020 31.516
382341.000 5562857.000 10.017
384850.796 5563838.090 10.005
376373.140 5567262.400 10.000
377243.328 5567951.180 10.000
376095.756 5567983.700 10.000
370915.000 5567034.000 10.000
370515.000 5567802.000 10.000
369448.986 5573077.880 10.000
369670.018 5574541.690 10.000
369922.861 5571597.890 10.000
360563.194 5588196.110 10.000
359199.810 5589506.930 10.000
357434.944 5590190.320 10.000
365232.498 5603941.770 360.417
363673.057 5604991.450 187.146
366210.752 5602603.380 10.000
363869.360 5606699.520 10.407
517868.000 5054254.000 14.632
517177.000 5054681.000 10.717
519860.000 5053751.000 7.062
521728.436 5054255.080 14.274
490971.260 5253856.900 23.082
491386.830 5252936.600 122.498
492181.690 5252965.900 123.627
492963.020 5252864.600 2.000
534273.000 5247872.000 9.361
534897.920 5247971.800 116.189
535461.610 5247938.500 114.394
535832.290 5247351.000 83.565
536400.000 5247604.000 1.764
541291.650 5242442.500 173.875
542143.190 5242043.200 178.724
542787.710 5241511.600 110.373
543057.000 5240542.000 1.466
540333.970 5242741.000 58.532
540199.980 5243622.300 -0.861
549814.090 5266334.700 8.155
549662.990 5266277.000 12.756
563292.130 5318151.100 0.020
563177.080 5318146.600 6.491
561328.570 5315491.700 0.586
561529.820 5315575.300 3.941
563483.090 5319539.900 0.912
563453.050 5319487.300 0.415
549857.000 5339686.000 -1.638
549877.110 5339532.100 -1.630
550451.720 5339540.000 -1.820
550556.000 5339610.000 -1.830
550023.610 5339516.100 -1.732
550001.000 5339660.000 -1.663
383567.606 5564341.510 37.506
382526.000 5564024.000 10.000
384166.293 5565134.680 28.526
384835.849 5565735.680 11.148
376676.426 5568141.010 10.000
377169.266 5568794.480 10.000
377982.375 5568588.920 10.000
376435.903 5568810.090 10.000
371283.000 5567464.000 10.000
371200.037 5568185.270 10.000
371068.000 5568847.000 10.000
371077.980 5573005.170 37.568
370744.657 5574093.340 13.318
371215.932 5575374.790 10.000
371284.000 5571808.000 10.001
367264.414 5604037.950 10.000
366289.224 5605433.410 264.799
364916.139 5605599.700 372.984
365467.742 5606992.690 375.407
364781.981 5608360.540 10.080
516981.050 5053520.260 7.530
516433.739 5053802.940 5.493
521054.023 5052636.800 4.836
523085.512 5053558.390 15.520
490552.240 5252840.000 40.777
490955.960 5251916.700 119.577
491721.260 5251870.300 119.693
492473.040 5251880.400 2.312
534766.000 5247268.000 6.569
535244.140 5247477.700 101.079
535205.930 5246904.700 95.896
535757.310 5246626.800 87.531
536451.890 5246848.800 2.844
540424.850 5241800.300 170.896
541295.960 5241360.700 177.992
542113.170 5240762.100 173.169
542702.000 5239659.000 7.763
539387.270 5243107.100 49.959
539474.690 5242161.800 48.049
539521.000 5244057.000 1.965
549877.450 5266146.000 8.825
549732.360 5266090.200 12.185
563219.550 5318020.000 -0.599
563089.250 5318027.800 5.806
561449.140 5315402.200 1.080
561653.230 5315492.300 4.100
563559.260 5319410.000 0.892
563523.930 5319355.800 0.350
550584.590 5339469.500 -1.826
550717.000 5339551.000 -1.830
383321.327 5565631.500 20.070
382450.168 5565058.380 10.000
383998.143 5566488.150 72.688
385128.716 5566910.620 16.643
386340.687 5566275.010 10.000
377708.235 5569373.550 10.000
376776.051 5569636.480 10.000
378692.587 5569258.620 10.000
371903.227 5568639.390 10.000
371423.032 5569741.450 10.000
372143.158 5572305.040 17.364
372534.881 5573189.690 83.537
372235.294 5574582.980 108.226
372606.365 5576676.210 10.000
372328.000 5571396.000 10.000
367829.953 5605834.450 10.000
366773.554 5606902.610 159.169
366363.167 5608567.390 219.159
365140.982 5609999.100 10.008
